Coat_of_Arms_of_Devín.svg, 1200
Nitra_CoA.svg, 1200
Coat_of_Arms_of_Nitra.svg, 1200
Coat of Arms of Trenčín.svg, 1200
Coat of Arms of Červený Kameň.svg, 1200
Coat of Arms of Nové Zámky.svg, 1200
Coat of Arms of Bojnice.svg, 1200
Coat of Arms of Gabčíkovo.svg, 1200
Coat of Arms of Komárno.svg, 1200
Coat of Arms of Zvolen.svg, 1200
